country,question_id,gps_dimension,response_type,option_code,option_label,count,n_valid,n_country,prob,polarity,question_text
ARG,Q59,trust,single_choice_4,3,Do not trust very much,172,990,1003,0.17373737373737375,-1,"How much do you trust your neighborhood: completely, somewhat, not very much or not at all?"
ARG,Q59,trust,single_choice_4,4,Do not trust at all,45,990,1003,0.045454545454545456,-1,"How much do you trust your neighborhood: completely, somewhat, not very much or not at all?"
ARG,Q60,trust,single_choice_4,1,Trust completely,292,993,1003,0.2940584088620342,-1,"How much do you trust people you know personally: completely, somewhat, not very much or not at all?"
ARG,Q60,trust,single_choice_4,2,Trust somewhat,509,993,1003,0.5125881168177241,-1,"How much do you trust people you know personally: completely, somewhat, not very much or not at all?"
ARG,Q60,trust,single_choice_4,3,Do not trust very much,148,993,1003,0.14904330312185296,-1,"How much do you trust people you know personally: completely, somewhat, not very much or not at all?"
ARG,Q60,trust,single_choice_4,4,Do not trust at all,44,993,1003,0.044310171198388724,-1,"How much do you trust people you know personally: completely, somewhat, not very much or not at all?"
ARG,Q61,trust,single_choice_4,1,Trust completely,36,978,1003,0.03680981595092025,-1,"How much do you trust people you meet for the first time: completely, somewhat, not very much or not at all?"
ARG,Q61,trust,single_choice_4,2,Trust somewhat,273,978,1003,0.2791411042944785,-1,"How much do you trust people you meet for the first time: completely, somewhat, not very much or not at all?"
ARG,Q61,trust,single_choice_4,3,Do not trust very much,448,978,1003,0.45807770961145194,-1,"How much do you trust people you meet for the first time: completely, somewhat, not very much or not at all?"
ARG,Q61,trust,single_choice_4,4,Do not trust at all,221,978,1003,0.22597137014314927,-1,"How much do you trust people you meet for the first time: completely, somewhat, not very much or not at all?"
ARG,Q62,trust,single_choice_4,1,Trust completely,129,871,1003,0.14810562571756603,-1,"How much do you trust people of another religion: completely, somewhat, not very much or not at all?"
ARG,Q62,trust,single_choice_4,2,Trust somewhat,412,871,1003,0.4730195177956372,-1,"How much do you trust people of another religion: completely, somewhat, not very much or not at all?"
ARG,Q62,trust,single_choice_4,3,Do not trust very much,232,871,1003,0.2663605051664753,-1,"How much do you trust people of another religion: completely, somewhat, not very much or not at all?"
ARG,Q62,trust,single_choice_4,4,Do not trust at all,98,871,1003,0.11251435132032148,-1,"How much do you trust people of another religion: completely, somewhat, not very much or not at all?"
ARG,Q63,trust,single_choice_4,1,Trust completely,110,893,1003,0.12318029115341546,-1,"How much do you trust people of another nationality:  completely, somewhat, not very much or not at all?"
ARG,Q63,trust,single_choice_4,2,Trust somewhat,435,893,1003,0.48712206047032475,-1,"How much do you trust people of another nationality:  completely, somewhat, not very much or not at all?"
ARG,Q63,trust,single_choice_4,3,Do not trust very much,244,893,1003,0.2732362821948488,-1,"How much do you trust people of another nationality:  completely, somewhat, not very much or not at all?"
ARG,Q63,trust,single_choice_4,4,Do not trust at all,104,893,1003,0.11646136618141098,-1,"How much do you trust people of another nationality:  completely, somewhat, not very much or not at all?"
ARG,Q64,trust,single_choice_4,1,A great deal,178,983,1003,0.18107833163784334,-1,"How much confidence do you have in the churches: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
ARG,Q64,trust,single_choice_4,2,Quite a lot,366,983,1003,0.3723296032553408,-1,"How much confidence do you have in the churches: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
ARG,Q64,trust,single_choice_4,3,Not very much,280,983,1003,0.28484231943031535,-1,"How much confidence do you have in the churches: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
ARG,Q64,trust,single_choice_4,4,None at all,159,983,1003,0.1617497456765005,-1,"How much confidence do you have in the churches: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
ARG,Q69,trust,single_choice_4,1,A great deal,50,988,1003,0.05060728744939271,-1,"How much confidence do you have in the police: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
ARG,Q69,trust,single_choice_4,2,Quite a lot,241,988,1003,0.24392712550607287,-1,"How much confidence do you have in the police: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
ARG,Q69,trust,single_choice_4,3,Not very much,435,988,1003,0.4402834008097166,-1,"How much confidence do you have in the police: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
ARG,Q69,trust,single_choice_4,4,None at all,262,988,1003,0.2651821862348178,-1,"How much confidence do you have in the police: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
ARG,Q70,trust,single_choice_4,1,A great deal,17,988,1003,0.01720647773279352,-1,"How much confidence do you have in the courts: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
ARG,Q70,trust,single_choice_4,2,Quite a lot,187,988,1003,0.18927125506072875,-1,"How much confidence do you have in the courts: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
ARG,Q70,trust,single_choice_4,3,Not very much,443,988,1003,0.4483805668016194,-1,"How much confidence do you have in the courts: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
ARG,Q70,trust,single_choice_4,4,None at all,341,988,1003,0.3451417004048583,-1,"How much confidence do you have in the courts: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
ARG,Q71,trust,single_choice_4,1,A great deal,54,985,1003,0.05482233502538071,-1,"How much confidence do you have in the government: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
ARG,Q71,trust,single_choice_4,2,Quite a lot,255,985,1003,0.25888324873096447,-1,"How much confidence do you have in the government: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
ARG,Q71,trust,single_choice_4,3,Not very much,377,985,1003,0.38274111675126904,-1,"How much confidence do you have in the government: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
ARG,Q71,trust,single_choice_4,4,None at all,299,985,1003,0.3035532994923858,-1,"How much confidence do you have in the government: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
ARG,Q73,trust,single_choice_4,1,A great deal,11,960,1003,0.011458333333333333,-1,"How much confidence do you have in parliament: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
ARG,Q73,trust,single_choice_4,2,Quite a lot,217,960,1003,0.22604166666666667,-1,"How much confidence do you have in parliament: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
ARG,Q73,trust,single_choice_4,3,Not very much,432,960,1003,0.45,-1,"How much confidence do you have in parliament: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
ARG,Q73,trust,single_choice_4,4,None at all,300,960,1003,0.3125,-1,"How much confidence do you have in parliament: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
ARG,Q81,posrecip,single_choice_4,1,A great deal,182,946,1003,0.19238900634249473,-1,"How much confidence do you have in charitable or humanitarian organizations: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
ARG,Q81,posrecip,single_choice_4,2,Quite a lot,467,946,1003,0.49365750528541225,-1,"How much confidence do you have in charitable or humanitarian organizations: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
ARG,Q81,posrecip,single_choice_4,3,Not very much,213,946,1003,0.2251585623678647,-1,"How much confidence do you have in charitable or humanitarian organizations: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
ARG,Q81,posrecip,single_choice_4,4,None at all,84,946,1003,0.08879492600422834,-1,"How much confidence do you have in charitable or humanitarian organizations: a great deal of confidence, quite a lot of confidence, not very much confidence or none at all?"
ARG,Q99,altruism,single_choice_3,2,Active member,20,1003,1003,0.019940179461615155,1,"Are you an active member, an inactive member, or not a member of an environmental organization?"
ARG,Q99,altruism,single_choice_3,1,Inactive member,50,1003,1003,0.049850448654037885,1,"Are you an active member, an inactive member, or not a member of an environmental organization?"
ARG,Q99,altruism,single_choice_3,0,Don't belong,933,1003,1003,0.9302093718843469,1,"Are you an active member, an inactive member, or not a member of an environmental organization?"
ARG,Q101,altruism,single_choice_3,2,Active member,28,1003,1003,0.027916251246261216,1,"Are you an active member, an inactive member, or not a member of humanitarian or a charitable organization?"
ARG,Q101,altruism,single_choice_3,1,Inactive member,77,1003,1003,0.07676969092721835,1,"Are you an active member, an inactive member, or not a member of humanitarian or a charitable organization?"
ARG,Q101,altruism,single_choice_3,0,Don't belong,898,1003,1003,0.8953140578265204,1,"Are you an active member, an inactive member, or not a member of humanitarian or a charitable organization?"
ARG,Q103,altruism,single_choice_3,2,Active member,13,1003,1003,0.01296111665004985,1,"Are you an active member, an inactive member, or not a member of a self-help group or a mutual aid group?"
ARG,Q103,altruism,single_choice_3,1,Inactive member,53,1003,1003,0.05284147557328016,1,"Are you an active member, an inactive member, or not a member of a self-help group or a mutual aid group?"
ARG,Q103,altruism,single_choice_3,0,Don't belong,937,1003,1003,0.93419740777667,1,"Are you an active member, an inactive member, or not a member of a self-help group or a mutual aid group?"
ARG,Q106,risktaking,scale_1_10,1,nan,124,980,1003,0.12653061224489795,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Incomes should be made more equal; Statement B: there should be greater incentives for individual effort?"
ARG,Q106,risktaking,scale_1_10,2,,56,980,1003,0.05714285714285714,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Incomes should be made more equal; Statement B: there should be greater incentives for individual effort?"
ARG,Q106,risktaking,scale_1_10,3,,73,980,1003,0.07448979591836735,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Incomes should be made more equal; Statement B: there should be greater incentives for individual effort?"
ARG,Q106,risktaking,scale_1_10,4,,82,980,1003,0.0836734693877551,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Incomes should be made more equal; Statement B: there should be greater incentives for individual effort?"
ARG,Q106,risktaking,scale_1_10,5,,124,980,1003,0.12653061224489795,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Incomes should be made more equal; Statement B: there should be greater incentives for individual effort?"
ARG,Q106,risktaking,scale_1_10,6,,112,980,1003,0.11428571428571428,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Incomes should be made more equal; Statement B: there should be greater incentives for individual effort?"
ARG,Q106,risktaking,scale_1_10,7,,135,980,1003,0.1377551020408163,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Incomes should be made more equal; Statement B: there should be greater incentives for individual effort?"
ARG,Q106,risktaking,scale_1_10,8,,122,980,1003,0.12448979591836734,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Incomes should be made more equal; Statement B: there should be greater incentives for individual effort?"
ARG,Q106,risktaking,scale_1_10,9,,62,980,1003,0.06326530612244897,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Incomes should be made more equal; Statement B: there should be greater incentives for individual effort?"
ARG,Q106,risktaking,scale_1_10,10,,90,980,1003,0.09183673469387756,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Incomes should be made more equal; Statement B: there should be greater incentives for individual effort?"
ARG,Q107,risktaking,scale_1_10,1,nan,39,912,1003,0.04276315789473684,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Private ownership of business and industry should be increased; Statement B: Government ownership of business and industry should be increased?"
ARG,Q107,risktaking,scale_1_10,2,,34,912,1003,0.03728070175438596,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Private ownership of business and industry should be increased; Statement B: Government ownership of business and industry should be increased?"
ARG,Q107,risktaking,scale_1_10,3,,60,912,1003,0.06578947368421052,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Private ownership of business and industry should be increased; Statement B: Government ownership of business and industry should be increased?"
ARG,Q107,risktaking,scale_1_10,4,,61,912,1003,0.0668859649122807,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Private ownership of business and industry should be increased; Statement B: Government ownership of business and industry should be increased?"
ARG,Q107,risktaking,scale_1_10,5,,181,912,1003,0.19846491228070176,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Private ownership of business and industry should be increased; Statement B: Government ownership of business and industry should be increased?"
ARG,Q107,risktaking,scale_1_10,6,,128,912,1003,0.14035087719298245,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Private ownership of business and industry should be increased; Statement B: Government ownership of business and industry should be increased?"
ARG,Q107,risktaking,scale_1_10,7,,137,912,1003,0.15021929824561403,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Private ownership of business and industry should be increased; Statement B: Government ownership of business and industry should be increased?"
ARG,Q107,risktaking,scale_1_10,8,,129,912,1003,0.14144736842105263,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Private ownership of business and industry should be increased; Statement B: Government ownership of business and industry should be increased?"
ARG,Q107,risktaking,scale_1_10,9,,57,912,1003,0.0625,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Private ownership of business and industry should be increased; Statement B: Government ownership of business and industry should be increased?"
ARG,Q107,risktaking,scale_1_10,10,,86,912,1003,0.09429824561403509,1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Private ownership of business and industry should be increased; Statement B: Government ownership of business and industry should be increased?"
ARG,Q109,risktaking,scale_1_10,1,nan,127,976,1003,0.13012295081967212,-1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Competition is good; Statement B:  Competition is harmful?"
ARG,Q109,risktaking,scale_1_10,2,,88,976,1003,0.09016393442622951,-1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Competition is good; Statement B:  Competition is harmful?"
ARG,Q109,risktaking,scale_1_10,3,,136,976,1003,0.13934426229508196,-1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Competition is good; Statement B:  Competition is harmful?"
ARG,Q109,risktaking,scale_1_10,4,,105,976,1003,0.10758196721311475,-1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Competition is good; Statement B:  Competition is harmful?"
ARG,Q109,risktaking,scale_1_10,5,,177,976,1003,0.18135245901639344,-1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Competition is good; Statement B:  Competition is harmful?"
ARG,Q109,risktaking,scale_1_10,6,,109,976,1003,0.11168032786885246,-1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Competition is good; Statement B:  Competition is harmful?"
ARG,Q109,risktaking,scale_1_10,7,,81,976,1003,0.08299180327868852,-1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Competition is good; Statement B:  Competition is harmful?"
ARG,Q109,risktaking,scale_1_10,8,,59,976,1003,0.060450819672131145,-1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Competition is good; Statement B:  Competition is harmful?"
ARG,Q109,risktaking,scale_1_10,9,,24,976,1003,0.02459016393442623,-1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Competition is good; Statement B:  Competition is harmful?"
ARG,Q109,risktaking,scale_1_10,10,,70,976,1003,0.07172131147540983,-1,"How would you place your views on this scale? 1 means you agree completely with statement A; 10 means you agree completely with statement B; and if your views fall somewhere in between, you can choose any number in between. Statement A: Competition is good; Statement B:  Competition is harmful?"
ARG,Q174,posrecip,single_choice_2,1,To follow religious norms and ceremonies,144,951,1003,0.15141955835962145,1,Which of the following statements do you agree with most: The basic meaning of religion is to follow religious norms and ceremonies; The basic meaning of religion is to do good to other people?
ARG,Q174,posrecip,single_choice_2,2,To do good to other people / To make sense of life after death,807,951,1003,0.8485804416403786,1,Which of the following statements do you agree with most: The basic meaning of religion is to follow religious norms and ceremonies; The basic meaning of religion is to do good to other people?
ARG,Q176,negrecip,scale_1_10,1,Completely agree,137,969,1003,0.14138286893704852,1,"On a 10-point scale, how much do you agree or disagree that nowadays one often has trouble deciding which moral rules are the right ones to follow?"
ARG,Q176,negrecip,scale_1_10,2,2,35,969,1003,0.03611971104231166,1,"On a 10-point scale, how much do you agree or disagree that nowadays one often has trouble deciding which moral rules are the right ones to follow?"
ARG,Q176,negrecip,scale_1_10,3,3,66,969,1003,0.06811145510835913,1,"On a 10-point scale, how much do you agree or disagree that nowadays one often has trouble deciding which moral rules are the right ones to follow?"
ARG,Q176,negrecip,scale_1_10,4,4,47,969,1003,0.048503611971104234,1,"On a 10-point scale, how much do you agree or disagree that nowadays one often has trouble deciding which moral rules are the right ones to follow?"
ARG,Q176,negrecip,scale_1_10,5,5,124,969,1003,0.12796697626418987,1,"On a 10-point scale, how much do you agree or disagree that nowadays one often has trouble deciding which moral rules are the right ones to follow?"
ARG,Q176,negrecip,scale_1_10,6,6,134,969,1003,0.13828689370485037,1,"On a 10-point scale, how much do you agree or disagree that nowadays one often has trouble deciding which moral rules are the right ones to follow?"
ARG,Q176,negrecip,scale_1_10,7,7,173,969,1003,0.1785345717234262,1,"On a 10-point scale, how much do you agree or disagree that nowadays one often has trouble deciding which moral rules are the right ones to follow?"
ARG,Q176,negrecip,scale_1_10,8,8,125,969,1003,0.12899896800825594,1,"On a 10-point scale, how much do you agree or disagree that nowadays one often has trouble deciding which moral rules are the right ones to follow?"
ARG,Q176,negrecip,scale_1_10,9,9,55,969,1003,0.05675954592363261,1,"On a 10-point scale, how much do you agree or disagree that nowadays one often has trouble deciding which moral rules are the right ones to follow?"
ARG,Q176,negrecip,scale_1_10,10,Completely disagree,73,969,1003,0.07533539731682147,1,"On a 10-point scale, how much do you agree or disagree that nowadays one often has trouble deciding which moral rules are the right ones to follow?"
ARG,Q177,negrecip,scale_1_10,1,Never justifiable,337,977,1003,0.34493346980552714,-1,"Do you think claiming government benefits to which you are not entitled can always be justified, never be justified, or something in between? Answer on a 10-point scale."
ARG,Q177,negrecip,scale_1_10,2,2,64,977,1003,0.06550665301944729,-1,"Do you think claiming government benefits to which you are not entitled can always be justified, never be justified, or something in between? Answer on a 10-point scale."
ARG,Q177,negrecip,scale_1_10,3,3,48,977,1003,0.04912998976458546,-1,"Do you think claiming government benefits to which you are not entitled can always be justified, never be justified, or something in between? Answer on a 10-point scale."
ARG,Q177,negrecip,scale_1_10,4,4,55,977,1003,0.05629477993858751,-1,"Do you think claiming government benefits to which you are not entitled can always be justified, never be justified, or something in between? Answer on a 10-point scale."
ARG,Q177,negrecip,scale_1_10,5,5,101,977,1003,0.10337768679631525,-1,"Do you think claiming government benefits to which you are not entitled can always be justified, never be justified, or something in between? Answer on a 10-point scale."
ARG,Q177,negrecip,scale_1_10,6,6,56,977,1003,0.057318321392016376,-1,"Do you think claiming government benefits to which you are not entitled can always be justified, never be justified, or something in between? Answer on a 10-point scale."
ARG,Q177,negrecip,scale_1_10,7,7,48,977,1003,0.04912998976458546,-1,"Do you think claiming government benefits to which you are not entitled can always be justified, never be justified, or something in between? Answer on a 10-point scale."
ARG,Q177,negrecip,scale_1_10,8,8,84,977,1003,0.08597748208802457,-1,"Do you think claiming government benefits to which you are not entitled can always be justified, never be justified, or something in between? Answer on a 10-point scale."
ARG,Q177,negrecip,scale_1_10,9,9,63,977,1003,0.06448311156601842,-1,"Do you think claiming government benefits to which you are not entitled can always be justified, never be justified, or something in between? Answer on a 10-point scale."
ARG,Q177,negrecip,scale_1_10,10,Always justifiable,121,977,1003,0.12384851586489252,-1,"Do you think claiming government benefits to which you are not entitled can always be justified, never be justified, or something in between? Answer on a 10-point scale."
ARG,Q178,risktaking,scale_1_10,1,Never justifiable,485,987,1003,0.49138804457953394,-1,"Do you think avoiding a fare on public transport can always be justified, never be justified, or something in between? Answer on a 10-point scale."
ARG,Q178,risktaking,scale_1_10,2,2,76,987,1003,0.07700101317122594,-1,"Do you think avoiding a fare on public transport can always be justified, never be justified, or something in between? Answer on a 10-point scale."
ARG,Q178,risktaking,scale_1_10,3,3,81,987,1003,0.08206686930091185,-1,"Do you think avoiding a fare on public transport can always be justified, never be justified, or something in between? Answer on a 10-point scale."
ARG,Q178,risktaking,scale_1_10,4,4,47,987,1003,0.047619047619047616,-1,"Do you think avoiding a fare on public transport can always be justified, never be justified, or something in between? Answer on a 10-point scale."
ARG,Q178,risktaking,scale_1_10,5,5,106,987,1003,0.10739614994934144,-1,"Do you think avoiding a fare on public transport can always be justified, never be justified, or something in between? Answer on a 10-point scale."
ARG,Q178,risktaking,scale_1_10,6,6,57,987,1003,0.057750759878419454,-1,"Do you think avoiding a fare on public transport can always be justified, never be justified, or something in between? Answer on a 10-point scale."
ARG,Q178,risktaking,scale_1_10,7,7,63,987,1003,0.06382978723404255,-1,"Do you think avoiding a fare on public transport can always be justified, never be justified, or something in between? Answer on a 10-point scale."
ARG,Q178,risktaking,scale_1_10,8,8,38,987,1003,0.03850050658561297,-1,"Do you think avoiding a fare on public transport can always be justified, never be justified, or something in between? Answer on a 10-point scale."
ARG,Q178,risktaking,scale_1_10,9,9,15,987,1003,0.015197568389057751,-1,"Do you think avoiding a fare on public transport can always be justified, never be justified, or something in between? Answer on a 10-point scale."
ARG,Q178,risktaking,scale_1_10,10,Always justifiable,19,987,1003,0.019250253292806486,-1,"Do you think avoiding a fare on public transport can always be justified, never be justified, or something in between? Answer on a 10-point scale."
ARG,Q179,negrecip,scale_1_10,1,Never justifiable,765,983,1003,0.7782299084435402,-1,"Do you think stealing property can always be justified, never be justified, or something in between? Answer on a 10-point scale."
ARG,Q179,negrecip,scale_1_10,2,2,58,983,1003,0.059003051881993895,-1,"Do you think stealing property can always be justified, never be justified, or something in between? Answer on a 10-point scale."
ARG,Q179,negrecip,scale_1_10,3,3,34,983,1003,0.03458799593082401,-1,"Do you think stealing property can always be justified, never be justified, or something in between? Answer on a 10-point scale."
ARG,Q179,negrecip,scale_1_10,4,4,20,983,1003,0.02034587995930824,-1,"Do you think stealing property can always be justified, never be justified, or something in between? Answer on a 10-point scale."
