a,b,same_sign_class,cfst,log_gdp_gap
AUS,THA,False,0.0486757202431543,1.0428283916605583
AUS,TUR,False,0.0543924621137023,0.7238149089375625
AUS,UKR,False,0.0534305311443784,1.243457913747239
AUS,USA,True,0.0137441340262823,0.15391401983917774
AUS,VEN,False,0.0952793019231197,
AUS,VNM,False,0.0955059164124428,1.7041457637797741
AUS,ZWE,False,0.0604569828444836,2.4014177031626236
BGD,BOL,False,0.1109604187133366,0.6536517081469331
BGD,BRA,False,0.0857534047699504,1.0855697650084313
BGD,CAN,False,0.1053131912437056,2.234522956877198
BGD,CHL,False,0.0930222879721348,1.5343497597962745
BGD,CHN,False,0.0541337240211295,1.0207838230287845
BGD,COL,False,0.1021907116183033,1.0353874109871555
BGD,CZE,False,0.0959117028519216,2.0031142879341832
BGD,DEU,False,0.0658665691823947,2.318483756489824
BGD,EGY,False,0.0721728065624339,0.8480337589489029
BGD,GBR,False,0.1051013602556457,2.1520666579758156
BGD,GRC,False,0.0897177703394079,1.6714156904262314
BGD,GTM,False,0.1332834555552798,0.6029653808132611
BGD,IDN,False,0.0606025903759084,0.6674186953842582
BGD,IND,False,0.0608049302362909,0.1551829371124196
BGD,IRN,False,0.0843631585934597,0.9353526961168015
BGD,IRQ,False,0.100439748905709,0.8708293038081365
BGD,JOR,False,0.0898459354137408,0.5262821727338824
BGD,JPN,False,0.0857765193284706,2.0164813365706724
BGD,KAZ,False,0.0714219398816572,1.6574577912074364
BGD,KEN,False,0.0819094379725917,0.2121103463949403
BGD,KOR,False,0.0744396511536588,2.058260679165082
BGD,MAR,False,0.0702823496680028,0.3315062635746404
BGD,MEX,False,0.1102800137729873,1.2762239515303673
BGD,NGA,False,0.0660164381146505,0.34041254985367253
BGD,NIC,False,0.0916181100621464,0.15351115614624966
BGD,NLD,False,0.1035622919318185,2.3816392752628293
BGD,PAK,False,0.0370073277906792,0.1867746215321997
BGD,PER,False,0.1218290512377096,0.9121823306043684
BGD,PHL,False,0.0814491476586098,0.3481003339570101
BGD,ROU,False,0.0790966986451401,1.6863005501472674
BGD,RUS,False,0.0855949953887121,1.7797852395951388
BGD,SRB,False,0.1048243932138674,1.180563511212771
BGD,THA,False,0.0538317185437299,1.199400612021531
BGD,TUR,False,0.0417366068768194,1.5184140947445268
BGD,UKR,False,0.1081046542711001,0.9987710899348503
BGD,USA,False,0.1033809302238612,2.396143023521267
BGD,VEN,False,0.1078198286179578,
BGD,VNM,False,0.084425620455809,0.5380832399023152
BGD,ZWE,False,0.0656140764248037,0.15918869948053427
BOL,BRA,False,0.0323671994297147,0.4319180568614982
BOL,CAN,False,0.1012749615858359,1.580871248730265
BOL,CHL,False,0.0383583616333867,0.8806980516493415
BOL,CHN,False,0.1227296869232601,0.3671321148818514
BOL,COL,False,0.0085522710859744,0.3817357028402224
BOL,CZE,False,0.0773072986807981,1.3494625797872501
BOL,DEU,False,0.1175251176856411,1.6648320483428911
BOL,EGY,False,0.0896192239860991,0.1943820508019698
BOL,GBR,False,0.1131039591674565,1.4984149498288826
BOL,GRC,False,0.0717539488230083,1.0177639822792983
BOL,GTM,False,0.0287141180488595,0.050686327333671954
BOL,IDN,False,0.0750399160405697,0.013766987237325168
BOL,IND,False,0.086474002729829,0.4984687710345135
BOL,IRN,False,0.0838647735587634,0.2817009879698684
BOL,IRQ,False,0.0576918873371989,0.21717759566120343
BOL,JOR,False,0.0832172679843229,0.12736953541305063
BOL,JPN,False,0.1103616803552192,1.3628296284237393
BOL,KAZ,False,0.0747317996366215,1.0038060830605033
BOL,KEN,False,0.055027352273018,0.8657620545418734
BOL,KOR,False,0.0620317654814387,1.404608971018149
BOL,MAR,False,0.0323870340875811,0.32214544457229266
BOL,MEX,False,0.0101431236784493,0.6225722433834342
BOL,NGA,False,0.0470985993672358,0.31323915829326054
BOL,NIC,False,0.0064659126018141,0.5001405520006834
BOL,NLD,False,0.1267960230679015,1.7279875671158962
BOL,PAK,False,0.0646816203937904,0.8404263296791328
BOL,PER,False,0.0207590240092179,0.2585306224574353
BOL,PHL,False,0.0995743364257783,0.30555137418992295
BOL,ROU,False,0.0358674124772558,1.0326488420003344
BOL,RUS,False,0.0493918214088417,1.1261335314482057
BOL,SRB,False,0.0428353809452975,0.526911803065838
BOL,THA,False,0.07607831121717,0.545748903874598
BOL,TUR,False,0.0876190059917288,0.8647623865975937
BOL,UKR,False,0.0424074844480396,0.34511938178791723
BOL,USA,False,0.084663797995079,1.742491315374334
BOL,VEN,False,0.0207559649165397,
BOL,VNM,False,0.1270648617164283,0.11556846824461786
BOL,ZWE,False,0.0548527451697926,0.8128404076274673
BRA,CAN,False,0.0587274188341857,1.1489531918687668
BRA,CHL,False,0.0231439045419096,0.44877999478784325
BRA,CHN,False,0.0933957948876981,0.06478594197964682
BRA,COL,False,0.022884149620079,0.0501823540212758
BRA,CZE,False,0.0459437228377408,0.917544522925752
BRA,DEU,False,0.0728375221121767,1.232913991481393
BRA,EGY,False,0.0619721304471144,0.2375360060595284
BRA,GBR,False,0.0593080148074112,1.0664968929673844
BRA,GRC,False,0.0317524519766946,0.5858459254178001
BRA,GTM,False,0.0425605973404257,0.48260438419517016
BRA,IDN,False,0.0680915610578699,0.41815106962417303
BRA,IND,False,0.0727538930015446,0.9303868278960117
BRA,IRN,False,0.0581185529786377,0.15021706889162978
BRA,IRQ,False,0.0420720961811328,0.21474046120029477
BRA,JOR,False,0.0447165115069027,0.5592875922745488
BRA,JPN,False,0.0693471630400186,0.9309115715622411
BRA,KAZ,False,0.0528196943966116,0.5718880261990051
BRA,KEN,False,0.0432265750661819,1.2976801114033716
BRA,KOR,False,0.0462853443735585,0.9726909141566509
BRA,MAR,True,0.0253366031673815,0.7540635014337909
BRA,MEX,False,0.0267475635878652,0.190654186521936
BRA,NGA,False,0.0394539987430754,0.7451572151547587
BRA,NIC,False,0.030751970266105,0.9320586088621816
BRA,NLD,False,0.0818142606957107,1.296069510254398
BRA,PAK,False,0.0612141328026326,1.272344386540631
BRA,PER,False,0.0286474929305245,0.1733874344040629
BRA,PHL,False,0.080705698792993,0.7374694310514212
BRA,ROU,False,0.0213777539666211,0.6007307851388362
BRA,RUS,False,0.0396651569230194,0.6942154745867075
BRA,SRB,False,0.0266038419568779,0.09499374620433976
BRA,THA,False,0.0563588538726705,0.11383084701309976
BRA,TUR,False,0.055860794790758,0.43284432973609555
BRA,UKR,False,0.0273638401828633,0.08679867507358097
BRA,USA,False,0.0368340304987244,1.3105732585128358
BRA,VEN,False,0.0309457063221276,
BRA,VNM,False,0.0978482525757419,0.5474865251061161
BRA,ZWE,False,0.0323164741760716,1.2447584644889655
CAN,CHL,False,0.0469679194667112,0.7001731970809235
CAN,CHN,False,0.0861286373597826,1.2137391338484136
CAN,COL,False,0.0832358566500005,1.1991355458900426
CAN,CZE,False,0.0279535845119762,0.23140866894301482
CAN,DEU,False,0.0302318758444056,0.08396079961262615
CAN,EGY,False,0.109100310344887,1.3864891979282952
CAN,GBR,False,0.0122469476393054,0.0824562989013824
CAN,GRC,False,0.0832230837310846,0.5631072664509666
CAN,GTM,False,0.0784415626075055,1.631557576063937
CAN,IDN,False,0.0978900636911804,1.5671042614929398
CAN,IND,False,0.0596181377711662,2.0793400197647784
CAN,IRN,False,0.0567328240313955,1.2991702607603965
CAN,IRQ,False,0.0672561894868434,1.3636936530690615
CAN,JOR,False,0.070661108865718,1.7082407841433156
CAN,JPN,False,0.0730754586827842,0.21804162030652563
CAN,KAZ,False,0.0515100081544468,0.5770651656697616
CAN,KEN,False,0.0623827173492108,2.4466333032721383
CAN,KOR,False,0.0533955801085629,0.1762622777121159
CAN,MAR,False,0.0552279587291138,1.9030166933025576
CAN,MEX,False,0.0871140571349842,0.9582990053468308
CAN,NGA,False,0.0735622287015489,1.8941104070235255
CAN,NIC,False,0.0932893729827066,2.0810118007309484
CAN,NLD,False,0.0259245929641351,0.14711631838563122
CAN,PAK,False,0.0652895341731824,2.4212975784093977
CAN,PER,False,0.1257951895953549,1.3223406262728297
CAN,PHL,False,0.0827149609392898,1.886422622920188
CAN,ROU,False,0.086658200464216,0.5482224067299306
CAN,RUS,False,0.0480667650367591,0.45473771728205925
CAN,SRB,False,0.0476202809179737,1.053959445664427
CAN,THA,False,0.0446510684249729,1.035122344855667
CAN,TUR,False,0.0560846311259942,0.7161088621326712
CAN,UKR,False,0.0514922097559885,1.2357518669423477
CAN,USA,True,0.0135614934437725,0.16162006664406903
CAN,VEN,False,0.1006213449918508,
CAN,VNM,False,0.0913738153278826,1.6964397169748828
CAN,ZWE,False,0.06373974926388,2.3937116563577323
CHL,CHN,False,0.0911164252262961,0.5135659367674901
CHL,COL,False,0.0333396649862594,0.49896234880911905
CHL,CZE,False,0.0366487295153999,0.4687645281379087
CHL,DEU,False,0.0692493138326261,0.7841339966935497
CHL,EGY,False,0.0969654260380567,0.6863160008473717
CHL,GBR,False,0.0614479781573595,0.6177168981795411
CHL,GRC,False,0.0532412065093327,0.13706593062995687
CHL,GTM,False,0.0435067200202469,0.9313843789830134
CHL,IDN,False,0.0723510454464669,0.8669310644120163
CHL,IND,False,0.0710863671589155,1.379166822683855
CHL,IRN,False,0.0627257130342811,0.598997063679473
CHL,IRQ,False,0.042334605887366,0.663520455988138
CHL,JOR,False,0.0677939319013177,1.008067587062392
CHL,JPN,False,0.0787328337996977,0.4821315767743979
CHL,KAZ,False,0.047478596755961,0.12310803141116189
CHL,KEN,False,0.0451367737097068,1.7464601061912148
CHL,KOR,False,0.0374426047997141,0.5239109193688076
CHL,MAR,False,0.0247951760825391,1.2028434962216341
CHL,MEX,False,0.0275667238940262,0.25812580826590725
CHL,NGA,False,0.0515975343037247,1.193937209942602
CHL,NIC,False,0.0419515754253182,1.3808386036500249
CHL,NLD,False,0.0772263084947857,0.8472895154665547
CHL,PAK,False,0.0594888190417122,1.7211243813284742
CHL,PER,False,0.0537109687483981,0.6221674291919062
CHL,PHL,False,0.0684878260772525,1.1862494258392644
CHL,ROU,False,0.0460223856971852,0.1519507903509929
CHL,RUS,False,0.0318040769628319,0.24543547979886426
CHL,SRB,False,0.025520589686025,0.3537862485835035
CHL,THA,False,0.0506337543578221,0.3349491477747435
CHL,TUR,False,0.0517525333825132,0.015935665051747705
CHL,UKR,False,0.023849373772117,0.5355786698614242
CHL,USA,False,0.0402839527300217,0.8617932637249925
CHL,VEN,False,0.0447950592968878,
CHL,VNM,False,0.0930600270411415,0.9962665198939593
CHL,ZWE,False,0.0475180457492,1.6935384592768088
CHN,COL,False,0.1162863271494431,0.014603587958371023
CHN,CZE,False,0.0674549549414918,0.9823304649053988
CHN,DEU,False,0.0673166407551288,1.2976999334610397
CHN,EGY,False,0.0849776917707725,0.17275006407988158
CHN,GBR,False,0.0998813387978881,1.1312828349470312
CHN,GRC,False,0.096959361755719,0.6506318673974469
CHN,GTM,False,0.1317861444264823,0.41781844221552333
CHN,IDN,False,0.0830389784418719,0.3533651276445262
CHN,IND,False,0.0659492396569746,0.8656008859163649
CHN,IRN,False,0.0586123513514623,0.08543112691198296
CHN,IRQ,False,0.1017829360128512,0.14995451922064795
CHN,JOR,False,0.0725199190863092,0.494501650294902
CHN,JPN,False,0.0614316662440592,0.995697513541888
CHN,KAZ,False,0.0583842429592637,0.636673968178652
CHN,KEN,False,0.1014796531760807,1.2328941694237248
CHN,KOR,False,0.0651270508437858,1.0374768561362977
CHN,MAR,False,0.089432528143295,0.689277559454144
CHN,MEX,False,0.1177415421422208,0.2554401285015828
CHN,NGA,False,0.1028967416822106,0.6803712731751119
CHN,NIC,False,0.1131181271381745,0.8672726668825348
CHN,NLD,False,0.0992715122309031,1.3608554522340448
CHN,PAK,False,0.0683693551539682,1.2075584445609842
CHN,PER,False,0.1312510535751207,0.10860149242441608
CHN,PHL,False,0.0764719365804974,0.6726834890717743
CHN,ROU,False,0.0930740295616817,0.665516727118483
CHN,RUS,False,0.0663593303821632,0.7590014165663543
CHN,SRB,False,0.0958064896923377,0.15977968818398658
CHN,THA,False,0.0608512140403466,0.17861678899274658
CHN,TUR,False,0.0485679542176687,0.49763027171574237
CHN,UKR,False,0.095669197708105,0.022012733093934145
CHN,USA,False,0.0892467939261432,1.3753592004924826
CHN,VEN,False,0.1240927885058816,
CHN,VNM,False,0.0566757457317217,0.48270058312646924
CHN,ZWE,False,0.0860723293744891,1.1799725225093187
COL,CZE,False,0.0700374856440517,0.9677268769470277
COL,DEU,False,0.097869980580765,1.2830963455026687
COL,EGY,False,0.0760117051353409,0.1873536520382526
COL,GBR,False,0.0884261161886497,1.1166792469886602
COL,GRC,False,0.0572316154666439,0.6360282794390759
COL,GTM,False,0.0210708810096381,0.43242203017389436
COL,IDN,False,0.0646099564603589,0.36796871560289723
COL,IND,False,0.0688260082532507,0.8802044738747359
COL,IRN,False,0.0684068931604624,0.10003471487035398
COL,IRQ,False,0.0430271143240483,0.16455810717901898
COL,JOR,True,0.0690949384331873,0.509105238253273
COL,JPN,False,0.0971585243331191,0.9810939255835169
COL,KAZ,False,0.0702573091709342,0.6220703802202809
COL,KEN,False,0.0370847375232674,1.2474977573820958
COL,KOR,False,0.0556959667482872,1.0228732681779267
COL,MAR,False,0.0222648219629181,0.7038811474125151
COL,MEX,False,0.0115146295767426,0.2408365405432118
COL,NGA,False,0.0364903952149708,0.694974861133483
COL,NIC,False,0.0069189005486348,0.8818762548409058
COL,NLD,False,0.108958203614307,1.3462518642756738
COL,PAK,False,0.0574345059396347,1.2221620325193552
COL,PER,False,0.024727222487615,0.1232050803827871
COL,PHL,False,0.0879568743282498,0.6872870770301454
COL,ROU,False,0.0286491788874429,0.650913139160112
COL,RUS,False,0.0481060146411073,0.7443978286079833
COL,SRB,False,0.0354302323153917,0.14517610022561556
COL,THA,False,0.0584321000375735,0.16401320103437556
COL,TUR,False,0.079401319604359,0.48302668375737134
COL,UKR,False,0.0354383777003478,0.03661632105230517
COL,USA,False,0.0620173491509104,1.3607556125341116
COL,VEN,False,0.0240138009744055,
COL,VNM,False,0.1163656181824965,0.49730417108484026
COL,ZWE,False,0.0374629673162515,1.1945761104676897
CZE,DEU,False,0.0430205285328143,0.31536946855564096
CZE,EGY,False,0.0873036916913919,1.1550805289852804
CZE,GBR,False,0.0466391365733824,0.14895237004163242
CZE,GRC,False,0.0602135810520795,0.33169859750795183
CZE,GTM,False,0.0599992753823947,1.400148907120922
CZE,IDN,False,0.0879268672263327,1.335695592549925
CZE,IND,False,0.0654571990008947,1.8479313508217636
CZE,IRN,False,0.0505733606266671,1.0677615918173817
CZE,IRQ,False,0.0652219059373776,1.1322849841260467
CZE,JOR,False,0.053245086093374,1.4768321152003008
CZE,JPN,True,0.0518673416754444,0.013367048636489187
CZE,KAZ,False,0.0328689596457049,0.3456564967267468
CZE,KEN,False,0.0613733633120931,2.2152246343291235
CZE,KOR,False,0.0203717652116451,0.05514639123089893
CZE,MAR,False,0.0360091729065823,1.6716080243595428
CZE,MEX,False,0.0629053145362077,0.726890336403816
CZE,NGA,False,0.0721209082608586,1.6627017380805107
CZE,NIC,False,0.0754251886915731,1.8496031317879336
CZE,NLD,False,0.0577000935107706,0.37852498732864603
CZE,PAK,False,0.0599011174790511,2.189888909466383
CZE,PER,False,0.0945161630120417,1.0909319573298148
CZE,PHL,False,0.0677523033827678,1.655013953977173
CZE,ROU,False,0.0589517107101888,0.3168137377869158
CZE,RUS,False,0.0169677922342408,0.22332904833904443
CZE,SRB,False,0.0273450349509443,0.8225507767214122
CZE,THA,False,0.0468494390868812,0.8037136759126522
CZE,TUR,False,0.046678114272327,0.4847001931896564
CZE,UKR,False,0.0308442312210775,1.004343197999333
CZE,USA,False,0.0349664348299672,0.39302873558708384
CZE,VEN,False,0.071098641208292,
CZE,VNM,False,0.0714813935557163,1.465031048031868
CZE,ZWE,False,0.0679107630225123,2.1623029874147175
DEU,EGY,False,0.0844040571178579,1.4704499975409213
DEU,GBR,False,0.0259422917210198,0.16641709851400854
DEU,GRC,False,0.0715496018721637,0.6470680660635928
DEU,GTM,False,0.1024206148025223,1.715518375676563
DEU,IDN,False,0.092149057569181,1.651065061105566
DEU,IND,False,0.0585412894269086,2.1633008193774046
DEU,IRN,False,0.0667248972131354,1.3831310603730227
DEU,IRQ,False,0.0840058722208012,1.4476544526816877
DEU,JOR,False,0.0601082166504417,1.7922015837559417
DEU,JPN,False,0.0667053039134871,0.3020024199191518
DEU,KAZ,False,0.0537823879696525,0.6610259652823878
DEU,KEN,False,0.0776633521334531,2.5305941028847645
DEU,KOR,False,0.0556686571486578,0.26022307732474204
DEU,MAR,False,0.0639800700444935,1.9869774929151838
DEU,MEX,False,0.1036509707662193,1.042259804959457
DEU,NGA,False,0.0706170904739319,1.9780712066361517
DEU,NIC,False,0.0986682414704266,2.1649726003435745
DEU,NLD,False,0.0270830934036348,0.06315551877300507
DEU,PAK,False,0.0588858650102489,2.505258378022024
DEU,PER,False,0.134824829982101,1.4063014258854558
DEU,PHL,False,0.0838817655275105,1.970383422532814
DEU,ROU,False,0.0726004509231932,0.6321832063425568
DEU,RUS,False,0.061787703370404,0.5386985168946854
DEU,SRB,False,0.0670105098898889,1.1379202452770532
DEU,THA,False,0.0459807800036039,1.1190831444682932
DEU,TUR,False,0.0344736164387902,0.8000696617452974
DEU,UKR,False,0.0727767828334164,1.3197126665549739
DEU,USA,False,0.0399309329225026,0.07765926703144288
DEU,VEN,False,0.1033823003480101,
DEU,VNM,False,0.0869895466999497,1.780400516587509
DEU,ZWE,False,0.0625040206484343,2.4776724559703585
EGY,GBR,False,0.0978419239774042,1.3040328990269128
EGY,GRC,False,0.0638589019305329,0.8233819314773285
EGY,GTM,False,0.0873761909757019,0.24506837813564175
EGY,IDN,True,0.1020740435059988,0.18061506356464463
EGY,IND,False,0.0892862774944682,0.6928508218364833
EGY,IRN,False,0.0621359263373412,0.08731893716789862
EGY,IRQ,False,0.0615344834087105,0.02279554485923363
EGY,JOR,False,0.0228479316953258,0.3217515862150204
EGY,JPN,False,0.0869144475263078,1.1684475776217695
EGY,KAZ,False,0.0921281382895576,0.8094240322585335
EGY,KEN,False,0.0854230136159317,1.0601441053438432
EGY,KOR,False,0.0754477120042154,1.2102269202161793
EGY,MAR,False,0.0615065260567088,0.5165274953742625
EGY,MEX,False,0.0886088492656342,0.4281901925814644
EGY,NGA,False,0.0662551902981453,0.5076212090952303
EGY,NIC,False,0.0873185853114316,0.6945226028026532
EGY,NLD,False,0.1131042123557076,1.5336055163139264
EGY,PAK,False,0.0720858721269186,1.0348083804811026
EGY,PER,False,0.0750155399968751,0.0641485716554655
EGY,PHL,False,0.1063481264703402,0.49993342499189275
EGY,ROU,False,0.054812350401638,0.8382667911983646
EGY,RUS,False,0.0680835095124497,0.9317514806462359
EGY,SRB,False,0.0517467572444389,0.33252975226386816
EGY,THA,False,0.076966280936547,0.35136685307262816
EGY,TUR,False,0.0659887873754071,0.670380335795624
EGY,UKR,False,0.0639791612912984,0.15073733098594744
EGY,USA,False,0.0881002830457905,1.5481092645723642
EGY,VEN,False,0.0439774371794805,
EGY,VNM,False,0.1140971292618402,0.30995051904658766
EGY,ZWE,False,0.0642339477307005,1.0072224584294371
GBR,GRC,False,0.0813208111755125,0.48065096754958425
GBR,GTM,False,0.0886878869893646,1.5491012771625545
GBR,IDN,False,0.1066878059174349,1.4846479625915574
GBR,IND,False,0.0669851260954222,1.996883720863396
GBR,IRN,False,0.0638095901256385,1.2167139618590141
GBR,IRQ,False,0.0717363118527136,1.2812373541676791
GBR,JOR,False,0.0652704045638879,1.6257844852419332
GBR,JPN,False,0.0929747419575213,0.13558532140514323
GBR,KAZ,False,0.0703717987918915,0.49460886676837923
GBR,KEN,False,0.0745831329744119,2.364177004370756
GBR,KOR,False,0.0668834901700973,0.09380597881073349
GBR,MAR,False,0.0649574836636287,1.8205603944011752
GBR,MEX,False,0.0967715352182786,0.8758427064454484
GBR,NGA,False,0.075545992565171,1.8116541081221431
GBR,NIC,False,0.1022219739328686,1.998555501829566
GBR,NLD,False,0.0179251415002742,0.22957261728701361
GBR,PAK,False,0.0678997912982352,2.3388412795080153
GBR,PER,False,0.1282952903865164,1.2398843273714473
GBR,PHL,False,0.1018381904638262,1.8039663240188055
GBR,ROU,False,0.0835066516948373,0.4657661078285482
GBR,RUS,False,0.0675470057184803,0.37228141838067685
GBR,SRB,False,0.0561081195995495,0.9715031467630446
GBR,THA,False,0.0545909858524024,0.9526660459542846
GBR,TUR,False,0.0647796775723496,0.6336525632312888
GBR,UKR,False,0.0605898208118896,1.1532955680409653
GBR,USA,False,0.0195049420461394,0.24407636554545142
GBR,VEN,False,0.108200604642397,
GBR,VNM,False,0.1087592579590437,1.6139834180735004
GBR,ZWE,False,0.0665656714894173,2.31125535745635
GRC,GTM,False,0.0718298638757035,1.0684503096129703
GRC,IDN,False,0.0869708762029988,1.0039969950419732
GRC,IND,True,0.0766225581757276,1.5162327533138118
GRC,IRN,False,0.0618092938708808,0.7360629943094299
GRC,IRQ,False,0.0433075923733191,0.8005863866180949
GRC,JOR,False,0.0566107426076412,1.145133517692349
GRC,JPN,False,0.0611954419378758,0.345065646144441
GRC,KAZ,False,0.0609780858995327,0.013957899218794978
GRC,KEN,False,0.0614212123639733,1.8835260368211717
GRC,KOR,False,0.0516722683559607,0.38684498873885076
GRC,MAR,False,0.042978806294456,1.339909426851591
GRC,MEX,False,0.0567000771157275,0.3951917388958641
GRC,NGA,False,0.0581147780452797,1.3310031405725589
GRC,NIC,False,0.057706400870787,1.5179045342799817
GRC,NLD,False,0.0958616572376834,0.7102235848365979
GRC,PAK,False,0.067197328456562,1.858190311958431
GRC,PER,False,0.0614449558098043,0.759233359821863
GRC,PHL,False,0.0996205953874452,1.3233153564692213
GRC,ROU,False,0.0263005123112861,0.014884859721036037
GRC,RUS,False,0.0478759403797288,0.1083695491689074
GRC,SRB,False,0.0370655355069726,0.49085217921346036
GRC,THA,False,0.0601180191086123,0.47201507840470036
GRC,TUR,False,0.0473903258011114,0.15300159568170457
GRC,UKR,False,0.042339151483967,0.6726446004913811
GRC,USA,False,0.0662791959055743,0.7247273330950357
GRC,VEN,False,0.0424525978253842,
GRC,VNM,False,0.1062626089183682,1.1333324505239162
GRC,ZWE,False,0.0459154047774316,1.8306043899067657
GTM,IDN,False,0.0894107452220295,0.06445331457099712
GTM,IND,False,0.0741085354699859,0.4477824437008415
GTM,IRN,False,0.06993791633798,0.3323873153035404
GTM,IRQ,False,0.0528742810405196,0.2678639229948754
GTM,JOR,False,0.0793082997085397,0.07668320807937867
GTM,JPN,False,0.1038193001514299,1.4135159557574113
GTM,KAZ,False,0.067228098636018,1.0544924103941753
GTM,KEN,False,0.0520167714880458,0.8150757272082014
GTM,KOR,False,0.0554030273535948,1.455295298351821
GTM,MAR,False,0.032573599549073,0.2714591172386207
GTM,MEX,True,0.0172990135975241,0.6732585707171062
GTM,NGA,False,0.0541605479406418,0.2625528309595886
GTM,NIC,False,0.0282942331171506,0.44945422466701146
GTM,NLD,False,0.1145616010351548,1.7786738944495681
GTM,PAK,False,0.0631949908617091,0.7897400023454608
GTM,PER,False,0.0432399015211703,0.30921694979110725
GTM,PHL,False,0.0964943101371801,0.254865046856251
GTM,ROU,True,0.0438315654992985,1.0833351693340063
GTM,RUS,True,0.0432052728062751,1.1768198587818777
GTM,SRB,False,0.0297144055648382,0.5775981303995099
GTM,THA,False,0.0632219295242348,0.5964352312082699
GTM,TUR,False,0.0884025204584835,0.9154487139312657
GTM,UKR,False,0.0262896151171765,0.3958057091215892
GTM,USA,False,0.0633288411009052,1.793177642708006
GTM,VEN,False,0.0282761066906773,
