iso3,year,gdp_pc_ppp,gini,agri_empl
EGY,2015,13425.9119599492,31.8,25.9833857159297
EGY,2016,13727.3201600816,,25.5738249191684
EGY,2017,14018.3605934411,31.5,25.0617915703103
EGY,2018,14488.2094340261,,21.6811988949726
EGY,2019,15026.568243683,31.9,21.1580259380101
EMU,2015,50293.9078769481,,3.26554778475254
EMU,2016,51089.957079337,,3.22077411860891
EMU,2017,52337.9135018369,,3.1308409636181
EMU,2018,53176.6368877298,,3.0058221191826
EMU,2019,53928.4684797856,,2.98973459522789
ERI,2015,,,57.351678940451
ERI,2016,,,56.2012560895131
ERI,2017,,,57.9783093386757
ERI,2018,,,56.0725482579205
ERI,2019,,,55.5668739635451
ESP,2015,43053.761430314,36.2,3.98797599058684
ESP,2016,44274.6676149922,35.8,4.17930297428737
ESP,2017,45446.2508575695,34.7,4.31084380951656
ESP,2018,46325.2099441141,34.7,4.06932360130248
ESP,2019,46896.4171141424,34.3,4.11382637552359
EST,2015,36353.0580520449,32.7,4.03155607324466
EST,2016,37466.5561839318,31.2,3.89979892657246
EST,2017,39529.785973279,30.4,3.62576018603632
EST,2018,40849.8473475564,30.3,3.43204354995369
EST,2019,42215.0343835811,30.8,3.34008778292046
ETH,2015,1957.41454184551,35.0,67.9554159374159
ETH,2016,2084.84055616471,,66.4193704213686
ETH,2017,2222.82824478259,,64.7196824024448
ETH,2018,2311.16511656359,,63.3660820162746
ETH,2019,2437.97046047967,,61.8104146305182
EUU,2015,47490.9137112119,,4.5158631256453
EUU,2016,48336.5082885839,,4.31060033727986
EUU,2017,49704.2541206968,,4.19405504040341
EUU,2018,50737.2331625802,,4.0159732496804
EUU,2019,51662.076917369,,3.91461768216236
FIN,2015,52782.4873926277,27.1,4.32924518445834
FIN,2016,53984.6316254715,27.1,3.90367829459258
FIN,2017,55637.2262781223,27.4,3.74237659162459
FIN,2018,56226.337241343,27.3,3.46639460756851
FIN,2019,56922.4873163103,27.7,3.67175341585656
FJI,2015,11674.0633676202,,40.1317213701687
FJI,2016,11951.9196738327,,39.9881881388761
FJI,2017,12597.327485488,,39.2252399073693
FJI,2018,13100.095939444,,38.5425042233871
FJI,2019,13056.3310937089,30.7,38.220505067473
FRA,2015,50682.8953586333,32.7,2.74492881802116
FRA,2016,50984.075297832,31.9,2.87190100053817
FRA,2017,51895.5662985838,31.6,2.60567334700683
FRA,2018,52560.9536243841,32.4,2.49665280040208
FRA,2019,53448.5548849943,31.2,2.51529494034492
FRO,2015,64010.1614022331,,
FRO,2016,64156.3241575516,,
FRO,2017,65461.9113301074,,
FRO,2018,66192.0494379671,,
FRO,2019,68136.6617957112,,
FSM,2015,3739.35968767448,,
FSM,2016,3774.03193396948,,
FSM,2017,3838.04534289261,,
FSM,2018,3838.64054793262,,
FSM,2019,3965.05377269396,,
GAB,2015,20147.7116201795,,31.7403174433233
GAB,2016,19988.1755963186,,31.2569770864613
GAB,2017,19555.707882916,38.0,30.8807712368927
GAB,2018,19225.5982574678,,30.4796739141854
GAB,2019,19491.4067631396,,30.0
GBR,2015,50462.8329992477,33.3,1.14458402685791
GBR,2016,51168.2925796814,33.1,1.13788043759108
GBR,2017,52429.1275538988,32.6,1.1585616698833
GBR,2018,52983.039541197,33.7,1.06753645094695
GBR,2019,53374.0927628482,32.8,1.08545574617502
GEO,2015,14936.8434116647,36.5,46.8993943013845
GEO,2016,15442.9564358054,36.6,46.7033383983026
GEO,2017,16237.6242230275,37.9,46.0174642277338
GEO,2018,17228.6790847503,36.4,41.8700517419472
GEO,2019,18186.8816465807,35.9,41.1418446285733
GHA,2015,5607.36635657413,,43.4261410674157
GHA,2016,5666.07795334591,43.5,42.8607884401307
GHA,2017,5993.63085211077,,42.0184244466613
GHA,2018,6234.51208201488,,39.8965508902356
GHA,2019,6508.24652305901,,37.6580356214864
GIN,2015,2869.85157178732,,51.7231767909932
